id,ts,host_id,cpu_usage_pct,memory_usage_pct,power_kw,status
46,2026-04-02 12:51:17.199+00,1,4,74,0.222,Normal
47,2026-04-02 12:51:17.199+00,2,16,70,0.241,Normal
48,2026-04-02 12:51:17.199+00,3,27,27,0.242,Normal
49,2026-04-02 12:53:17.464+00,1,4,74,0.221,Normal
50,2026-04-02 12:53:17.464+00,2,16,70,0.242,Normal
51,2026-04-02 12:53:17.464+00,3,30,27,0.251,Normal
52,2026-04-02 12:55:22.084+00,1,6,74,0.221,Normal
53,2026-04-02 12:55:22.084+00,2,16,70,0.251,Normal
54,2026-04-02 12:55:22.084+00,3,29,27,0.252,Normal
55,2026-04-02 12:57:08.403+00,1,4,74,0.22,Normal
56,2026-04-02 12:57:08.403+00,2,16,70,0.243,Normal
57,2026-04-02 12:57:08.403+00,3,27,27,0.249,Normal
58,2026-04-02 12:59:08.404+00,1,4,74,0.22,Normal
59,2026-04-02 12:59:08.404+00,2,16,70,0.256,Normal
60,2026-04-02 12:59:08.404+00,3,27,27,0.253,Normal
61,2026-04-02 13:01:08.403+00,1,7,74,0.221,Normal
62,2026-04-02 13:01:08.403+00,2,15,70,0.243,Normal
63,2026-04-02 13:01:08.403+00,3,28,27,0.243,Normal
64,2026-04-02 13:03:08.404+00,1,4,75,0.221,Normal
65,2026-04-02 13:03:08.404+00,2,19,70,0.241,Normal
66,2026-04-02 13:03:08.404+00,3,27,27,0.253,Normal
67,2026-04-02 13:05:08.513+00,1,4,74,0.22,Normal
68,2026-04-02 13:05:08.513+00,2,17,70,0.247,Normal
69,2026-04-02 13:05:08.513+00,3,29,27,0.25,Normal
70,2026-04-02 13:07:08.512+00,1,6,74,0.22,Normal
71,2026-04-02 13:07:08.512+00,2,16,70,0.243,Normal
72,2026-04-02 13:07:08.512+00,3,27,27,0.253,Normal
73,2026-04-02 13:09:08.403+00,1,4,74,0.221,Normal
74,2026-04-02 13:09:08.403+00,2,16,70,0.241,Normal
75,2026-04-02 13:09:08.403+00,3,28,27,0.247,Normal
76,2026-04-02 13:11:08.405+00,1,4,74,0.22,Normal
77,2026-04-02 13:11:08.405+00,2,15,70,0.261,Normal
78,2026-04-02 13:11:08.405+00,3,27,27,0.242,Normal
79,2026-04-02 13:13:08.405+00,1,6,74,0.219,Normal
80,2026-04-02 13:13:08.405+00,2,16,70,0.241,Normal
81,2026-04-02 13:13:08.405+00,3,28,27,0.244,Normal
82,2026-04-02 13:15:08.518+00,1,4,74,0.22,Normal
83,2026-04-02 13:15:08.518+00,2,17,70,0.241,Normal
84,2026-04-02 13:15:08.518+00,3,28,27,0.247,Normal
85,2026-04-02 13:17:08.408+00,1,4,74,0.221,Normal
86,2026-04-02 13:17:08.408+00,2,16,70,0.244,Normal
87,2026-04-02 13:17:08.408+00,3,28,27,0.241,Normal
88,2026-04-02 13:19:08.406+00,1,6,74,0.221,Normal
89,2026-04-02 13:19:08.406+00,2,17,70,0.249,Normal
90,2026-04-02 13:19:08.406+00,3,26,27,0.252,Normal
91,2026-04-02 13:21:08.53+00,1,4,74,0.221,Normal
92,2026-04-02 13:21:08.53+00,2,19,70,0.239,Normal
93,2026-04-02 13:21:08.53+00,3,27,27,0.242,Normal
94,2026-04-02 13:23:08.406+00,1,4,74,0.22,Normal
95,2026-04-02 13:23:08.406+00,2,19,70,0.241,Normal
96,2026-04-02 13:23:08.406+00,3,27,27,0.253,Normal
97,2026-04-02 13:25:08.406+00,1,6,74,0.221,Normal
98,2026-04-02 13:25:08.406+00,2,20,70,0.257,Normal
99,2026-04-02 13:25:08.406+00,3,28,27,0.244,Normal
100,2026-04-02 13:27:08.529+00,1,4,74,0.22,Normal
101,2026-04-02 13:27:08.529+00,2,19,70,0.24,Normal
102,2026-04-02 13:27:08.529+00,3,29,27,0.25,Normal
103,2026-04-02 13:29:17.367+00,1,4,74,0.22,Normal
104,2026-04-02 13:29:17.367+00,2,18,70,0.242,Normal
105,2026-04-02 13:29:17.367+00,3,28,27,0.242,Normal
106,2026-04-02 13:31:18.095+00,1,6,74,0.221,Normal
107,2026-04-02 13:31:18.095+00,2,17,70,0.265,Normal
108,2026-04-02 13:31:18.095+00,3,27,27,0.248,Normal
109,2026-04-02 13:33:17.992+00,1,4,74,0.22,Normal
110,2026-04-02 13:33:17.992+00,2,17,70,0.243,Normal
111,2026-04-02 13:33:17.992+00,3,26,27,0.25,Normal
112,2026-04-02 13:35:22.355+00,1,4,74,0.221,Normal
113,2026-04-02 13:35:22.355+00,2,16,70,0.241,Normal
114,2026-04-02 13:35:22.355+00,3,27,27,0.251,Normal
115,2026-04-02 13:37:08.405+00,1,6,74,0.221,Normal
116,2026-04-02 13:37:08.405+00,2,15,70,0.246,Normal
117,2026-04-02 13:37:08.405+00,3,26,27,0.249,Normal
118,2026-04-02 13:39:08.509+00,1,4,74,0.221,Normal
119,2026-04-02 13:39:08.509+00,2,16,70,0.24,Normal
120,2026-04-02 13:39:08.509+00,3,28,27,0.252,Normal
121,2026-04-02 13:41:08.531+00,1,4,74,0.221,Normal
122,2026-04-02 13:41:08.531+00,2,16,70,0.244,Normal
123,2026-04-02 13:41:08.531+00,3,28,27,0.243,Normal
124,2026-04-02 13:43:08.525+00,1,7,74,0.221,Normal
125,2026-04-02 13:43:08.525+00,2,16,70,0.259,Normal
126,2026-04-02 13:43:08.525+00,3,27,27,0.258,Normal
127,2026-04-02 13:45:08.518+00,1,4,74,0.22,Normal
128,2026-04-02 13:45:08.518+00,2,16,70,0.24,Normal
129,2026-04-02 13:45:08.518+00,3,27,27,0.249,Normal
130,2026-04-02 13:47:08.518+00,1,4,74,0.221,Normal
131,2026-04-02 13:47:08.518+00,2,16,70,0.242,Normal
132,2026-04-02 13:47:08.518+00,3,26,27,0.252,Normal
133,2026-04-02 13:49:21.168+00,1,6,74,0.221,Normal
134,2026-04-02 13:49:21.168+00,2,16,70,0.241,Normal
135,2026-04-02 13:49:21.168+00,3,29,27,0.251,Normal
136,2026-04-02 13:51:08.408+00,1,4,74,0.22,Normal
137,2026-04-02 13:51:08.408+00,2,15,70,0.238,Normal
138,2026-04-02 13:51:08.408+00,3,29,27,0.254,Normal
139,2026-04-02 13:53:08.408+00,1,4,74,0.22,Normal
140,2026-04-02 13:53:08.408+00,2,18,70,0.252,Normal
141,2026-04-02 13:53:08.408+00,3,27,27,0.258,Normal
142,2026-04-02 13:55:08.518+00,1,6,74,0.22,Normal
143,2026-04-02 13:55:08.518+00,2,16,70,0.238,Normal
144,2026-04-02 13:55:08.518+00,3,27,27,0.253,Normal
145,2026-04-02 13:57:08.412+00,1,4,74,0.22,Normal
146,2026-04-02 13:57:08.412+00,2,16,70,0.246,Normal
147,2026-04-02 13:57:08.412+00,3,27,27,0.237,Normal
148,2026-04-02 13:59:08.519+00,1,4,74,0.22,Normal
149,2026-04-02 13:59:08.519+00,2,18,70,0.24,Normal
150,2026-04-02 13:59:08.519+00,3,28,27,0.242,Normal
151,2026-04-02 14:01:08.41+00,1,6,74,0.22,Normal
152,2026-04-02 14:01:08.41+00,2,16,70,0.242,Normal
153,2026-04-02 14:01:08.41+00,3,29,27,0.25,Normal
154,2026-04-02 14:03:08.412+00,1,4,75,0.221,Normal
155,2026-04-02 14:03:08.412+00,2,17,70,0.239,Normal
156,2026-04-02 14:03:08.412+00,3,29,27,0.248,Normal
157,2026-04-02 14:05:08.52+00,1,4,74,0.22,Normal
158,2026-04-02 14:05:08.52+00,2,16,70,0.252,Normal
159,2026-04-02 14:05:08.52+00,3,26,27,0.252,Normal
160,2026-04-02 14:07:08.522+00,1,6,74,0.22,Normal
161,2026-04-02 14:07:08.522+00,2,16,70,0.24,Normal
162,2026-04-02 14:07:08.522+00,3,28,27,0.251,Normal
163,2026-04-02 14:09:08.411+00,1,4,74,0.22,Normal
164,2026-04-02 14:09:08.411+00,2,16,70,0.243,Normal
165,2026-04-02 14:09:08.411+00,3,27,27,0.243,Normal
166,2026-04-02 14:11:08.521+00,1,4,74,0.219,Normal
167,2026-04-02 14:11:08.521+00,2,18,70,0.242,Normal
168,2026-04-02 14:11:08.521+00,3,27,27,0.25,Normal
169,2026-04-02 14:13:08.522+00,1,7,74,0.221,Normal
170,2026-04-02 14:13:08.522+00,2,20,70,0.249,Normal
171,2026-04-02 14:13:08.522+00,3,28,27,0.252,Normal
172,2026-04-02 14:15:08.414+00,1,5,74,0.22,Normal
173,2026-04-02 14:15:08.414+00,2,20,70,0.241,Normal
174,2026-04-02 14:15:08.414+00,3,27,27,0.253,Normal
175,2026-04-02 14:17:08.522+00,1,4,74,0.22,Normal
176,2026-04-02 14:17:08.522+00,2,20,70,0.245,Normal
177,2026-04-02 14:17:08.522+00,3,27,27,0.239,Normal
178,2026-04-02 14:19:08.415+00,1,6,74,0.221,Normal
179,2026-04-02 14:19:08.415+00,2,18,70,0.242,Normal
180,2026-04-02 14:19:08.415+00,3,27,27,0.244,Normal
181,2026-04-02 14:21:08.527+00,1,4,74,0.22,Normal
182,2026-04-02 14:21:08.527+00,2,17,70,0.244,Normal
183,2026-04-02 14:21:08.527+00,3,28,27,0.246,Normal
184,2026-04-02 14:23:08.418+00,1,4,74,0.221,Normal
185,2026-04-02 14:23:08.418+00,2,17,70,0.242,Normal
186,2026-04-02 14:23:08.418+00,3,27,27,0.245,Normal
187,2026-04-02 14:25:08.418+00,1,6,74,0.221,Normal
188,2026-04-02 14:25:08.418+00,2,15,70,0.24,Normal
189,2026-04-02 14:25:08.418+00,3,29,27,0.248,Normal
190,2026-04-02 14:27:08.529+00,1,4,74,0.221,Normal
191,2026-04-02 14:27:08.529+00,2,16,70,0.242,Normal
192,2026-04-02 14:27:08.529+00,3,27,27,0.252,Normal
193,2026-04-02 14:29:08.419+00,1,4,74,0.221,Normal
194,2026-04-02 14:29:08.419+00,2,16,70,0.243,Normal
195,2026-04-02 14:29:08.419+00,3,26,27,0.243,Normal
196,2026-04-02 14:31:08.419+00,1,6,74,0.221,Normal
197,2026-04-02 14:31:08.419+00,2,17,70,0.241,Normal
198,2026-04-02 14:31:08.419+00,3,28,27,0.248,Normal
199,2026-04-02 14:33:08.419+00,1,4,74,0.222,Normal
200,2026-04-02 14:33:08.419+00,2,16,70,0.242,Normal
201,2026-04-02 14:33:08.419+00,3,28,27,0.251,Normal
202,2026-04-02 14:35:08.42+00,1,4,74,0.221,Normal
203,2026-04-02 14:35:08.42+00,2,17,70,0.242,Normal
204,2026-04-02 14:35:08.42+00,3,29,27,0.251,Normal
205,2026-04-02 14:37:08.421+00,1,5,74,0.222,Normal
206,2026-04-02 14:37:08.421+00,2,15,70,0.247,Normal
207,2026-04-02 14:37:08.421+00,3,29,27,0.248,Normal
208,2026-04-02 14:39:08.532+00,1,4,74,0.221,Normal
209,2026-04-02 14:39:08.532+00,2,16,70,0.245,Normal
210,2026-04-02 14:39:08.532+00,3,28,27,0.253,Normal
211,2026-04-02 14:41:08.532+00,1,4,74,0.22,Normal
212,2026-04-02 14:41:08.532+00,2,17,70,0.249,Normal
213,2026-04-02 14:41:08.532+00,3,27,27,0.249,Normal
214,2026-04-02 14:43:08.421+00,1,5,74,0.22,Normal
215,2026-04-02 14:43:08.421+00,2,16,70,0.242,Normal
216,2026-04-02 14:43:08.421+00,3,27,27,0.257,Normal
217,2026-04-02 14:45:08.532+00,1,4,74,0.22,Normal
218,2026-04-02 14:45:08.532+00,2,17,70,0.239,Normal
219,2026-04-02 14:45:08.532+00,3,28,27,0.251,Normal
220,2026-04-02 14:47:08.422+00,1,4,74,0.221,Normal
221,2026-04-02 14:47:08.422+00,2,17,70,0.242,Normal
222,2026-04-02 14:47:08.422+00,3,29,27,0.251,Normal
223,2026-04-02 14:49:08.422+00,1,5,74,0.22,Normal
224,2026-04-02 14:49:08.422+00,2,16,70,0.242,Normal
225,2026-04-02 14:49:08.422+00,3,29,27,0.254,Normal
226,2026-04-02 14:51:08.531+00,1,4,74,0.22,Normal
227,2026-04-02 14:51:08.531+00,2,16,70,0.242,Normal
228,2026-04-02 14:51:08.531+00,3,27,27,0.25,Normal
229,2026-04-02 14:53:08.532+00,1,4,74,0.221,Normal
230,2026-04-02 14:53:08.532+00,2,16,70,0.251,Normal
231,2026-04-02 14:53:08.532+00,3,27,27,0.252,Normal
232,2026-04-02 14:55:08.534+00,1,6,74,0.221,Normal
233,2026-04-02 14:55:08.534+00,2,17,70,0.251,Normal
234,2026-04-02 14:55:08.534+00,3,28,27,0.251,Normal
235,2026-04-02 14:57:08.422+00,1,4,74,0.22,Normal
236,2026-04-02 14:57:08.422+00,2,16,70,0.244,Normal
237,2026-04-02 14:57:08.422+00,3,29,27,0.249,Normal
238,2026-04-02 14:59:08.424+00,1,4,74,0.22,Normal
239,2026-04-02 14:59:08.424+00,2,15,70,0.242,Normal
240,2026-04-02 14:59:08.424+00,3,28,27,0.252,Normal
241,2026-04-02 15:01:08.424+00,1,5,74,0.22,Normal
242,2026-04-02 15:01:08.424+00,2,17,70,0.245,Normal
243,2026-04-02 15:01:08.424+00,3,29,27,0.244,Normal
244,2026-04-02 15:03:08.534+00,1,5,75,0.221,Normal
245,2026-04-02 15:03:08.534+00,2,18,70,0.24,Normal
246,2026-04-02 15:03:08.534+00,3,26,27,0.245,Normal
247,2026-04-02 15:05:08.534+00,1,4,74,0.22,Normal
248,2026-04-02 15:05:08.534+00,2,19,70,0.24,Normal
249,2026-04-02 15:05:08.534+00,3,27,27,0.254,Normal
250,2026-04-02 15:07:08.424+00,1,5,74,0.22,Normal
251,2026-04-02 15:07:08.424+00,2,20,70,0.248,Normal
252,2026-04-02 15:07:08.424+00,3,27,27,0.243,Normal
253,2026-04-02 15:09:08.424+00,1,5,74,0.22,Normal
254,2026-04-02 15:09:08.424+00,2,20,70,0.241,Normal
255,2026-04-02 15:09:08.424+00,3,28,27,0.249,Normal
256,2026-04-02 15:11:08.534+00,1,4,74,0.221,Normal
257,2026-04-02 15:11:08.534+00,2,19,70,0.243,Normal
258,2026-04-02 15:11:08.534+00,3,28,27,0.242,Normal
259,2026-04-02 15:13:08.425+00,1,6,74,0.22,Normal
260,2026-04-02 15:13:08.425+00,2,17,70,0.259,Normal
261,2026-04-02 15:13:08.425+00,3,28,27,0.253,Normal
262,2026-04-02 15:15:08.426+00,1,6,74,0.22,Normal
263,2026-04-02 15:15:08.426+00,2,16,70,0.242,Normal
264,2026-04-02 15:15:08.426+00,3,27,27,0.245,Normal
265,2026-04-02 15:17:08.544+00,1,4,74,0.22,Normal
266,2026-04-02 15:17:08.544+00,2,16,70,0.242,Normal
267,2026-04-02 15:17:08.544+00,3,28,27,0.247,Normal
268,2026-04-02 15:19:19.622+00,1,4,74,0.22,Normal
269,2026-04-02 15:19:19.622+00,2,17,70,0.249,Normal
270,2026-04-02 15:19:19.622+00,3,26,27,0.249,Normal
271,2026-04-02 15:21:17.546+00,1,5,74,0.22,Normal
272,2026-04-02 15:21:17.546+00,2,16,70,0.263,Normal
273,2026-04-02 15:21:17.546+00,3,29,27,0.252,Normal
274,2026-04-02 15:23:18.283+00,1,4,74,0.22,Normal
275,2026-04-02 15:23:18.283+00,2,16,70,0.243,Normal
276,2026-04-02 15:23:18.283+00,3,27,27,0.257,Normal
277,2026-04-02 15:25:18.856+00,1,4,74,0.222,Normal
278,2026-04-02 15:25:18.856+00,2,16,70,0.242,Normal
279,2026-04-02 15:25:18.856+00,3,27,27,0.249,Normal
280,2026-04-02 15:27:17.677+00,1,5,74,0.221,Normal
281,2026-04-02 15:27:17.677+00,2,16,70,0.247,Normal
282,2026-04-02 15:27:17.677+00,3,26,27,0.255,Normal
283,2026-04-02 15:29:18.538+00,1,4,74,0.22,Normal
284,2026-04-02 15:29:18.538+00,2,17,70,0.243,Normal
285,2026-04-02 15:29:18.538+00,3,27,27,0.253,Normal
286,2026-04-02 15:31:17.343+00,1,4,74,0.22,Normal
287,2026-04-02 15:31:17.343+00,2,17,70,0.245,Normal
288,2026-04-02 15:31:17.343+00,3,28,27,0.252,Normal
289,2026-04-02 15:33:19.874+00,1,6,74,0.221,Normal
290,2026-04-02 15:33:19.874+00,2,21,70,0.256,Normal
291,2026-04-02 15:33:19.874+00,3,28,27,0.255,Normal
292,2026-04-02 15:35:18.406+00,1,5,74,0.222,Normal
293,2026-04-02 15:35:18.406+00,2,17,70,0.241,Normal
294,2026-04-02 15:35:18.406+00,3,28,27,0.251,Normal
295,2026-04-02 15:37:19.113+00,1,4,74,0.22,Normal
296,2026-04-02 15:37:19.113+00,2,17,70,0.243,Normal
297,2026-04-02 15:37:19.113+00,3,28,27,0.25,Normal
298,2026-04-02 15:39:17.674+00,1,6,74,0.221,Normal
299,2026-04-02 15:39:17.674+00,2,18,70,0.265,Normal
300,2026-04-02 15:39:17.674+00,3,27,27,0.243,Normal
301,2026-04-02 15:41:17.735+00,1,4,74,0.221,Normal
302,2026-04-02 15:41:17.735+00,2,16,70,0.247,Normal
303,2026-04-02 15:41:17.735+00,3,27,27,0.25,Normal
304,2026-04-02 15:43:17.609+00,1,4,74,0.221,Normal
305,2026-04-02 15:43:17.609+00,2,17,70,0.241,Normal
306,2026-04-02 15:43:17.609+00,3,28,27,0.241,Normal
307,2026-04-02 15:45:21.864+00,1,6,74,0.22,Normal
308,2026-04-02 15:45:21.864+00,2,18,70,0.256,Normal
309,2026-04-02 15:45:21.864+00,3,27,27,0.252,Normal
310,2026-04-02 15:47:08.427+00,1,4,74,0.22,Normal
311,2026-04-02 15:47:08.427+00,2,17,70,0.239,Normal
312,2026-04-02 15:47:08.427+00,3,29,27,0.25,Normal
313,2026-04-02 15:49:08.426+00,1,4,74,0.22,Normal
314,2026-04-02 15:49:08.426+00,2,17,70,0.255,Normal
315,2026-04-02 15:49:08.426+00,3,27,27,0.243,Normal
316,2026-04-02 15:51:08.427+00,1,6,74,0.219,Normal
317,2026-04-02 15:51:08.427+00,2,16,70,0.242,Normal
318,2026-04-02 15:51:08.427+00,3,26,27,0.25,Normal
319,2026-04-02 15:53:08.427+00,1,4,74,0.22,Normal
320,2026-04-02 15:53:08.427+00,2,17,70,0.245,Normal
321,2026-04-02 15:53:08.427+00,3,28,27,0.248,Normal
322,2026-04-02 15:55:17.358+00,1,4,74,0.22,Normal
323,2026-04-02 15:55:17.358+00,2,20,70,0.242,Normal
324,2026-04-02 15:55:17.358+00,3,26,27,0.242,Normal
325,2026-04-02 15:57:17.464+00,1,6,74,0.221,Normal
326,2026-04-02 15:57:17.464+00,2,19,70,0.246,Normal
327,2026-04-02 15:57:17.464+00,3,29,27,0.25,Normal
328,2026-04-02 15:59:17.613+00,1,4,74,0.221,Normal
329,2026-04-02 15:59:17.613+00,2,20,70,0.24,Normal
330,2026-04-02 15:59:17.613+00,3,27,27,0.25,Normal
331,2026-04-02 16:01:18.266+00,1,4,74,0.22,Normal
332,2026-04-02 16:01:18.266+00,2,20,70,0.245,Normal
333,2026-04-02 16:01:18.266+00,3,27,27,0.253,Normal
334,2026-04-02 16:03:19.318+00,1,6,75,0.22,Normal
335,2026-04-02 16:03:19.318+00,2,18,70,0.261,Normal
336,2026-04-02 16:03:19.318+00,3,28,27,0.244,Normal
337,2026-04-02 16:05:21.491+00,1,4,74,0.22,Normal
338,2026-04-02 16:05:21.491+00,2,17,70,0.242,Normal
339,2026-04-02 16:05:21.491+00,3,26,27,0.251,Normal
340,2026-04-02 16:07:08.427+00,1,4,74,0.221,Normal
341,2026-04-02 16:07:08.427+00,2,16,70,0.241,Normal
342,2026-04-02 16:07:08.427+00,3,28,27,0.25,Normal
343,2026-04-02 16:09:08.428+00,1,6,74,0.22,Normal
344,2026-04-02 16:09:08.428+00,2,16,70,0.244,Normal
345,2026-04-02 16:09:08.428+00,3,28,27,0.243,Normal
346,2026-04-02 16:11:08.538+00,1,4,74,0.22,Normal
347,2026-04-02 16:11:08.538+00,2,15,70,0.242,Normal
348,2026-04-02 16:11:08.538+00,3,27,27,0.243,Normal
349,2026-04-02 16:13:08.428+00,1,4,74,0.221,Normal
350,2026-04-02 16:13:08.428+00,2,15,70,0.259,Normal
351,2026-04-02 16:13:08.428+00,3,28,27,0.25,Normal
352,2026-04-02 16:15:08.429+00,1,6,74,0.221,Normal
353,2026-04-02 16:15:08.429+00,2,16,70,0.241,Normal
354,2026-04-02 16:15:08.429+00,3,27,27,0.251,Normal
355,2026-04-02 16:17:08.538+00,1,4,74,0.221,Normal
356,2026-04-02 16:17:08.538+00,2,16,70,0.242,Normal
357,2026-04-02 16:17:08.538+00,3,28,27,0.243,Normal
358,2026-04-02 16:19:08.539+00,1,4,74,0.22,Normal
359,2026-04-02 16:19:08.539+00,2,16,70,0.241,Normal
360,2026-04-02 16:19:08.539+00,3,27,27,0.251,Normal
361,2026-04-02 16:21:08.552+00,1,6,74,0.222,Normal
362,2026-04-02 16:21:08.552+00,2,15,70,0.254,Normal
363,2026-04-02 16:21:08.552+00,3,30,27,0.242,Normal
364,2026-04-02 16:23:08.43+00,1,4,74,0.219,Normal
365,2026-04-02 16:23:08.43+00,2,16,70,0.247,Normal
366,2026-04-02 16:23:08.43+00,3,29,27,0.255,Normal
367,2026-04-02 16:25:08.551+00,1,4,74,0.221,Normal
368,2026-04-02 16:25:08.551+00,2,17,70,0.24,Normal
369,2026-04-02 16:25:08.551+00,3,28,27,0.252,Normal
370,2026-04-02 16:27:08.553+00,1,6,74,0.221,Normal
371,2026-04-02 16:27:08.553+00,2,15,70,0.263,Normal
372,2026-04-02 16:27:08.553+00,3,29,27,0.245,Normal
373,2026-04-02 16:29:08.431+00,1,4,74,0.22,Normal
374,2026-04-02 16:29:08.431+00,2,16,70,0.241,Normal
375,2026-04-02 16:29:08.431+00,3,28,27,0.246,Normal
376,2026-04-02 16:31:08.541+00,1,4,74,0.222,Normal
377,2026-04-02 16:31:08.541+00,2,18,70,0.24,Normal
378,2026-04-02 16:31:08.541+00,3,29,27,0.244,Normal
379,2026-04-02 16:33:08.555+00,1,6,74,0.22,Normal
380,2026-04-02 16:33:08.555+00,2,16,70,0.251,Normal
381,2026-04-02 16:33:08.555+00,3,29,27,0.244,Normal
382,2026-04-02 16:35:08.542+00,1,6,74,0.22,Normal
383,2026-04-02 16:35:08.542+00,2,16,70,0.245,Normal
384,2026-04-02 16:35:08.542+00,3,28,27,0.242,Normal
385,2026-04-02 16:37:08.54+00,1,4,74,0.221,Normal
386,2026-04-02 16:37:08.54+00,2,16,70,0.24,Normal
387,2026-04-02 16:37:08.54+00,3,28,27,0.241,Normal
388,2026-04-02 16:39:08.543+00,1,6,74,0.222,Normal
389,2026-04-02 16:39:08.543+00,2,15,70,0.256,Normal
390,2026-04-02 16:39:08.543+00,3,28,27,0.25,Normal
391,2026-04-02 16:41:08.434+00,1,4,74,0.22,Normal
392,2026-04-02 16:41:08.434+00,2,16,70,0.242,Normal
393,2026-04-02 16:41:08.434+00,3,27,27,0.243,Normal
394,2026-04-02 16:43:08.435+00,1,4,74,0.221,Normal
395,2026-04-02 16:43:08.435+00,2,18,70,0.245,Normal
396,2026-04-02 16:43:08.435+00,3,29,27,0.243,Normal
397,2026-04-02 16:45:08.435+00,1,6,74,0.22,Normal
398,2026-04-02 16:45:08.435+00,2,18,70,0.264,Normal
399,2026-04-02 16:45:08.435+00,3,29,27,0.253,Normal
400,2026-04-02 16:47:19.152+00,1,4,74,0.221,Normal
401,2026-04-02 16:47:19.152+00,2,20,70,0.242,Normal
402,2026-04-02 16:47:19.152+00,3,28,27,0.243,Normal
403,2026-04-02 16:49:08.436+00,1,4,74,0.22,Normal
404,2026-04-02 16:49:08.436+00,2,20,70,0.24,Normal
405,2026-04-02 16:49:08.436+00,3,27,27,0.253,Normal
406,2026-04-02 16:51:08.435+00,1,6,74,0.221,Normal
407,2026-04-02 16:51:08.435+00,2,18,70,0.239,Normal
408,2026-04-02 16:51:08.435+00,3,28,27,0.251,Normal
409,2026-04-02 16:53:08.436+00,1,4,74,0.22,Normal
410,2026-04-02 16:53:08.436+00,2,17,70,0.241,Normal
411,2026-04-02 16:53:08.436+00,3,28,27,0.243,Normal
412,2026-04-02 16:55:08.435+00,1,4,74,0.221,Normal
413,2026-04-02 16:55:08.435+00,2,17,70,0.246,Normal
414,2026-04-02 16:55:08.435+00,3,27,27,0.247,Normal
415,2026-04-02 16:57:08.544+00,1,5,74,0.221,Normal
416,2026-04-02 16:57:08.544+00,2,15,70,0.242,Normal
417,2026-04-02 16:57:08.544+00,3,27,27,0.249,Normal
418,2026-04-02 16:59:08.435+00,1,4,74,0.22,Normal
419,2026-04-02 16:59:08.435+00,2,16,70,0.24,Normal
420,2026-04-02 16:59:08.435+00,3,27,27,0.242,Normal
421,2026-04-02 17:01:08.438+00,1,4,74,0.221,Normal
422,2026-04-02 17:01:08.438+00,2,17,70,0.24,Normal
