id,ts,ilo_server_id,reachable,health,inlet_temp_c,cpu_temp_c,power_kw,power_capacity_kw,memory_total_gb,processor_count
153,2026-04-02 14:01:08.41+00,3,t,OK,18,50,0.25,2,512,2
156,2026-04-02 14:03:08.412+00,3,t,OK,19,49,0.248,2,512,2
159,2026-04-02 14:05:08.52+00,3,t,OK,17,50,0.252,2,512,2
162,2026-04-02 14:07:08.522+00,3,t,OK,18,49,0.251,2,512,2
165,2026-04-02 14:09:08.411+00,3,t,OK,18,21,0.243,2,512,2
168,2026-04-02 14:11:08.521+00,3,t,OK,18,49,0.25,2,512,2
171,2026-04-02 14:13:08.522+00,3,t,OK,18,50,0.252,2,512,2
174,2026-04-02 14:15:08.414+00,3,t,OK,18,49,0.253,2,512,2
177,2026-04-02 14:17:08.522+00,3,t,OK,18,49,0.239,2,512,2
180,2026-04-02 14:19:08.415+00,3,t,OK,18,48,0.244,2,512,2
183,2026-04-02 14:21:08.527+00,3,t,OK,18,50,0.246,2,512,2
186,2026-04-02 14:23:08.418+00,3,t,OK,18,49,0.245,2,512,2
189,2026-04-02 14:25:08.418+00,3,t,OK,18,49,0.248,2,512,2
192,2026-04-02 14:27:08.529+00,3,t,OK,19,49,0.252,2,512,2
195,2026-04-02 14:29:08.419+00,3,t,OK,17,49,0.243,2,512,2
198,2026-04-02 14:31:08.419+00,3,t,OK,18,50,0.248,2,512,2
201,2026-04-02 14:33:08.419+00,3,t,OK,18,49,0.251,2,512,2
204,2026-04-02 14:35:08.42+00,3,t,OK,18,49,0.251,2,512,2
207,2026-04-02 14:37:08.421+00,3,t,OK,18,48,0.248,2,512,2
210,2026-04-02 14:39:08.532+00,3,t,OK,17,28,0.253,2,512,2
213,2026-04-02 14:41:08.532+00,3,t,OK,19,48,0.249,2,512,2
216,2026-04-02 14:43:08.421+00,3,t,OK,18,49,0.257,2,512,2
219,2026-04-02 14:45:08.532+00,3,t,OK,18,48,0.251,2,512,2
222,2026-04-02 14:47:08.422+00,3,t,OK,18,48,0.251,2,512,2
225,2026-04-02 14:49:08.422+00,3,t,OK,17,48,0.254,2,512,2
228,2026-04-02 14:51:08.531+00,3,t,OK,18,48,0.25,2,512,2
231,2026-04-02 14:53:08.532+00,3,t,OK,18,48,0.252,2,512,2
234,2026-04-02 14:55:08.534+00,3,t,OK,18,48,0.251,2,512,2
237,2026-04-02 14:57:08.422+00,3,t,OK,18,49,0.249,2,512,2
240,2026-04-02 14:59:08.424+00,3,t,OK,17,49,0.252,2,512,2
243,2026-04-02 15:01:08.424+00,3,t,OK,19,28,0.244,2,512,2
246,2026-04-02 15:03:08.534+00,3,t,OK,17,48,0.245,2,512,2
249,2026-04-02 15:05:08.534+00,3,t,OK,18,49,0.254,2,512,2
252,2026-04-02 15:07:08.424+00,3,t,OK,18,48,0.243,2,512,2
255,2026-04-02 15:09:08.424+00,3,t,OK,19,49,0.249,2,512,2
258,2026-04-02 15:11:08.534+00,3,t,OK,17,49,0.242,2,512,2
261,2026-04-02 15:13:08.425+00,3,t,OK,18,50,0.253,2,512,2
264,2026-04-02 15:15:08.426+00,3,t,OK,18,49,0.245,2,512,2
267,2026-04-02 15:17:08.544+00,3,t,OK,18,49,0.247,2,512,2
270,2026-04-02 15:19:19.622+00,3,t,OK,19,48,0.249,2,512,2
273,2026-04-02 15:21:17.546+00,3,t,OK,17,48,0.252,2,512,2
276,2026-04-02 15:23:18.283+00,3,t,OK,19,49,0.257,2,512,2
279,2026-04-02 15:25:18.856+00,3,t,OK,17,49,0.249,2,512,2
282,2026-04-02 15:27:17.677+00,3,t,OK,18,49,0.255,2,512,2
285,2026-04-02 15:29:18.538+00,3,t,OK,18,49,0.253,2,512,2
288,2026-04-02 15:31:17.343+00,3,t,OK,18,49,0.252,2,512,2
291,2026-04-02 15:33:19.874+00,3,t,OK,18,49,0.255,2,512,2
294,2026-04-02 15:35:18.406+00,3,t,OK,18,28,0.251,2,512,2
297,2026-04-02 15:37:19.113+00,3,t,OK,18,49,0.25,2,512,2
300,2026-04-02 15:39:17.674+00,3,t,OK,18,48,0.243,2,512,2
303,2026-04-02 15:41:17.735+00,3,t,OK,17,49,0.25,2,512,2
306,2026-04-02 15:43:17.609+00,3,t,OK,18,49,0.241,2,512,2
309,2026-04-02 15:45:21.864+00,3,t,OK,18,48,0.252,2,512,2
312,2026-04-02 15:47:08.427+00,3,t,OK,19,49,0.25,2,512,2
315,2026-04-02 15:49:08.426+00,3,t,OK,17,48,0.243,2,512,2
318,2026-04-02 15:51:08.427+00,3,t,OK,18,48,0.25,2,512,2
321,2026-04-02 15:53:08.427+00,3,t,OK,18,49,0.248,2,512,2
324,2026-04-02 15:55:17.358+00,3,t,OK,17,48,0.242,2,512,2
327,2026-04-02 15:57:17.464+00,3,t,OK,18,51,0.25,2,512,2
330,2026-04-02 15:59:17.613+00,3,t,OK,18,50,0.25,2,512,2
333,2026-04-02 16:01:18.266+00,3,t,OK,17,49,0.253,2,512,2
336,2026-04-02 16:03:19.318+00,3,t,OK,18,49,0.244,2,512,2
339,2026-04-02 16:05:21.491+00,3,t,OK,18,48,0.251,2,512,2
342,2026-04-02 16:07:08.427+00,3,t,OK,18,49,0.25,2,512,2
345,2026-04-02 16:09:08.428+00,3,t,OK,17,49,0.243,2,512,2
348,2026-04-02 16:11:08.538+00,3,t,OK,18,49,0.243,2,512,2
351,2026-04-02 16:13:08.428+00,3,t,OK,18,28,0.25,2,512,2
354,2026-04-02 16:15:08.429+00,3,t,OK,18,49,0.251,2,512,2
357,2026-04-02 16:17:08.538+00,3,t,OK,19,48,0.243,2,512,2
360,2026-04-02 16:19:08.539+00,3,t,OK,18,49,0.251,2,512,2
363,2026-04-02 16:21:08.552+00,3,t,OK,18,48,0.242,2,512,2
366,2026-04-02 16:23:08.43+00,3,t,OK,18,49,0.255,2,512,2
369,2026-04-02 16:25:08.551+00,3,t,OK,18,48,0.252,2,512,2
372,2026-04-02 16:27:08.553+00,3,t,OK,18,49,0.245,2,512,2
375,2026-04-02 16:29:08.431+00,3,t,OK,18,50,0.246,2,512,2
378,2026-04-02 16:31:08.541+00,3,t,OK,18,49,0.244,2,512,2
381,2026-04-02 16:33:08.555+00,3,t,OK,17,48,0.244,2,512,2
384,2026-04-02 16:35:08.542+00,3,t,OK,18,50,0.242,2,512,2
387,2026-04-02 16:37:08.54+00,3,t,OK,18,49,0.241,2,512,2
390,2026-04-02 16:39:08.543+00,3,t,OK,17,50,0.25,2,512,2
393,2026-04-02 16:41:08.434+00,3,t,OK,18,50,0.243,2,512,2
396,2026-04-02 16:43:08.435+00,3,t,OK,18,48,0.243,2,512,2
399,2026-04-02 16:45:08.435+00,3,t,OK,18,49,0.253,2,512,2
402,2026-04-02 16:47:19.152+00,3,t,OK,19,48,0.243,2,512,2
405,2026-04-02 16:49:08.436+00,3,t,OK,17,49,0.253,2,512,2
408,2026-04-02 16:51:08.435+00,3,t,OK,18,48,0.251,2,512,2
411,2026-04-02 16:53:08.436+00,3,t,OK,17,49,0.243,2,512,2
414,2026-04-02 16:55:08.435+00,3,t,OK,18,49,0.247,2,512,2
417,2026-04-02 16:57:08.544+00,3,t,OK,18,49,0.249,2,512,2
420,2026-04-02 16:59:08.435+00,3,t,OK,18,48,0.242,2,512,2
423,2026-04-02 17:01:08.438+00,3,t,OK,18,51,0.253,2,512,2
426,2026-04-02 17:03:08.437+00,3,t,OK,18,50,0.242,2,512,2
429,2026-04-02 17:05:08.547+00,3,t,OK,18,49,0.243,2,512,2
432,2026-04-02 17:07:08.437+00,3,t,OK,18,49,0.255,2,512,2
435,2026-04-02 17:09:08.55+00,3,t,OK,18,48,0.245,2,512,2
438,2026-04-02 17:11:08.548+00,3,t,OK,17,49,0.251,2,512,2
441,2026-04-02 17:13:08.44+00,3,t,OK,19,49,0.251,2,512,2
444,2026-04-02 17:15:08.44+00,3,t,OK,17,49,0.254,2,512,2
447,2026-04-02 17:17:08.441+00,3,t,OK,18,49,0.24,2,512,2
450,2026-04-02 17:19:08.564+00,3,t,OK,18,49,0.243,2,512,2
453,2026-04-02 17:21:08.563+00,3,t,OK,17,49,0.251,2,512,2
456,2026-04-02 17:23:08.561+00,3,t,OK,19,50,0.246,2,512,2
459,2026-04-02 17:25:08.442+00,3,t,OK,17,49,0.247,2,512,2
462,2026-04-02 17:27:08.549+00,3,t,OK,18,51,0.246,2,512,2
465,2026-04-02 17:29:19.462+00,3,t,OK,18,49,0.255,2,512,2
468,2026-04-02 17:31:18.925+00,3,t,OK,18,49,0.249,2,512,2
471,2026-04-02 17:33:08.444+00,3,t,OK,18,49,0.253,2,512,2
474,2026-04-02 17:35:08.444+00,3,t,OK,18,48,0.253,2,512,2
477,2026-04-02 17:37:08.554+00,3,t,OK,17,48,0.243,2,512,2
480,2026-04-02 17:39:08.56+00,3,t,OK,18,49,0.251,2,512,2
483,2026-04-02 17:41:08.445+00,3,t,OK,18,49,0.254,2,512,2
486,2026-04-02 17:43:08.56+00,3,t,OK,18,21,0.25,2,512,2
489,2026-04-02 17:45:08.446+00,3,t,OK,18,49,0.254,2,512,2
492,2026-04-02 17:47:08.556+00,3,t,OK,17,48,0.244,2,512,2
495,2026-04-02 17:49:08.559+00,3,t,OK,19,48,0.252,2,512,2
498,2026-04-02 17:51:08.448+00,3,t,OK,17,48,0.243,2,512,2
501,2026-04-02 17:53:08.448+00,3,t,OK,18,49,0.247,2,512,2
504,2026-04-02 17:55:08.448+00,3,t,OK,18,50,0.245,2,512,2
507,2026-04-02 17:57:08.558+00,3,t,OK,18,48,0.241,2,512,2
510,2026-04-02 17:59:08.558+00,3,t,OK,19,51,0.245,2,512,2
513,2026-04-02 18:01:08.558+00,3,t,OK,17,48,0.255,2,512,2
516,2026-04-02 18:03:08.449+00,3,t,OK,19,49,0.252,2,512,2
519,2026-04-02 18:05:08.449+00,3,t,OK,17,48,0.251,2,512,2
522,2026-04-02 18:07:08.451+00,3,t,OK,19,49,0.25,2,512,2
525,2026-04-02 18:09:08.452+00,3,t,OK,17,49,0.249,2,512,2
528,2026-04-02 18:11:08.479+00,3,t,OK,18,49,0.241,2,512,2
531,2026-04-02 18:13:08.453+00,3,t,OK,18,49,0.25,2,512,2
534,2026-04-02 18:15:08.46+00,3,t,OK,18,48,0.243,2,512,2
537,2026-04-02 18:17:08.455+00,3,t,OK,19,48,0.252,2,512,2
540,2026-04-02 18:19:08.563+00,3,t,OK,17,49,0.251,2,512,2
543,2026-04-02 18:21:08.455+00,3,t,OK,18,48,0.253,2,512,2
546,2026-04-02 18:23:08.579+00,3,t,OK,18,49,0.254,2,512,2
549,2026-04-02 18:25:08.457+00,3,t,OK,17,48,0.249,2,512,2
552,2026-04-02 18:27:08.566+00,3,t,OK,18,48,0.253,2,512,2
555,2026-04-02 18:29:08.458+00,3,t,OK,18,49,0.25,2,512,2
558,2026-04-02 18:31:08.581+00,3,t,OK,18,48,0.255,2,512,2
561,2026-04-02 18:33:08.459+00,3,t,OK,18,48,0.257,2,512,2
564,2026-04-02 18:35:08.516+00,3,t,OK,17,49,0.251,2,512,2
567,2026-04-02 18:37:08.569+00,3,t,OK,18,49,0.257,2,512,2
570,2026-04-02 18:39:08.581+00,3,t,OK,19,48,0.253,2,512,2
573,2026-04-02 18:41:17.23+00,3,t,OK,17,48,0.25,2,512,2
576,2026-04-02 18:43:17.231+00,3,t,OK,18,48,0.243,2,512,2
579,2026-04-02 18:45:22.106+00,3,t,OK,19,48,0.254,2,512,2
582,2026-04-02 18:47:08.461+00,3,t,OK,17,49,0.244,2,512,2
585,2026-04-02 18:49:08.576+00,3,t,OK,19,49,0.253,2,512,2
588,2026-04-02 18:51:08.575+00,3,t,OK,17,49,0.253,2,512,2
591,2026-04-02 18:53:08.47+00,3,t,OK,18,48,0.25,2,512,2
594,2026-04-02 18:55:08.465+00,3,t,OK,18,22,0.243,2,512,2
597,2026-04-02 18:57:08.465+00,3,t,OK,17,48,0.251,2,512,2
600,2026-04-02 18:59:08.574+00,3,t,OK,19,49,0.246,2,512,2
603,2026-04-02 19:01:08.583+00,3,t,OK,17,48,0.251,2,512,2
606,2026-04-02 19:03:08.576+00,3,t,OK,18,48,0.242,2,512,2
609,2026-04-02 19:05:08.574+00,3,t,OK,18,28,0.253,2,512,2
612,2026-04-02 19:07:08.466+00,3,t,OK,17,48,0.242,2,512,2
615,2026-04-02 19:09:08.467+00,3,t,OK,18,49,0.251,2,512,2
618,2026-04-02 19:11:08.466+00,3,t,OK,18,49,0.248,2,512,2
621,2026-04-02 19:13:08.466+00,3,t,OK,17,48,0.243,2,512,2
624,2026-04-02 19:15:08.466+00,3,t,OK,19,48,0.244,2,512,2
627,2026-04-02 19:17:08.467+00,3,t,OK,18,49,0.253,2,512,2
630,2026-04-02 19:19:08.591+00,3,t,OK,18,50,0.251,2,512,2
633,2026-04-02 19:21:08.588+00,3,t,OK,18,48,0.251,2,512,2
636,2026-04-02 19:23:08.468+00,3,t,OK,17,48,0.252,2,512,2
639,2026-04-02 19:25:08.588+00,3,t,OK,18,48,0.251,2,512,2
642,2026-04-02 19:27:19.359+00,3,t,OK,18,48,0.249,2,512,2
645,2026-04-02 19:29:19.076+00,3,t,OK,18,49,0.244,2,512,2
648,2026-04-02 19:31:18.875+00,3,t,OK,18,50,0.248,2,512,2
651,2026-04-02 19:33:19.518+00,3,t,OK,17,49,0.253,2,512,2
654,2026-04-02 19:35:25.287+00,3,t,OK,18,28,0.243,2,512,2
657,2026-04-02 19:37:08.467+00,3,t,OK,17,29,0.249,2,512,2
660,2026-04-02 19:39:08.467+00,3,t,OK,18,49,0.253,2,512,2
663,2026-04-02 19:41:08.574+00,3,t,OK,18,48,0.25,2,512,2
666,2026-04-02 19:43:08.468+00,3,t,OK,18,50,0.243,2,512,2
669,2026-04-02 19:45:08.47+00,3,t,OK,18,28,0.251,2,512,2
672,2026-04-02 19:47:08.471+00,3,t,OK,17,48,0.254,2,512,2
675,2026-04-02 19:49:08.581+00,3,t,OK,18,28,0.248,2,512,2
678,2026-04-02 19:51:08.581+00,3,t,OK,18,49,0.241,2,512,2
681,2026-04-02 19:53:08.47+00,3,t,OK,17,50,0.247,2,512,2
684,2026-04-02 19:55:08.594+00,3,t,OK,19,49,0.25,2,512,2
687,2026-04-02 19:57:19.056+00,3,t,OK,17,51,0.25,2,512,2
690,2026-04-02 19:59:20.648+00,3,t,OK,18,49,0.243,2,512,2
693,2026-04-02 20:01:08.471+00,3,t,OK,18,49,0.25,2,512,2
696,2026-04-02 20:03:08.581+00,3,t,OK,18,49,0.249,2,512,2
699,2026-04-02 20:05:08.473+00,3,t,OK,18,48,0.249,2,512,2
702,2026-04-02 20:07:08.472+00,3,t,OK,17,48,0.243,2,512,2
705,2026-04-02 20:09:08.473+00,3,t,OK,18,49,0.251,2,512,2
708,2026-04-02 20:11:08.473+00,3,t,OK,18,49,0.245,2,512,2
711,2026-04-02 20:13:17.427+00,3,t,OK,17,48,0.25,2,512,2
714,2026-04-02 20:15:18.671+00,3,t,OK,18,48,0.253,2,512,2
717,2026-04-02 20:17:23.021+00,3,t,OK,18,48,0.249,2,512,2
720,2026-04-02 20:19:08.476+00,3,t,OK,18,48,0.249,2,512,2
723,2026-04-02 20:21:08.477+00,3,t,OK,18,48,0.25,2,512,2
726,2026-04-02 20:23:08.576+00,3,t,OK,18,49,0.245,2,512,2
729,2026-04-02 20:25:08.589+00,3,t,OK,19,49,0.255,2,512,2
732,2026-04-02 20:27:08.479+00,3,t,OK,17,21,0.242,2,512,2
735,2026-04-02 20:29:08.587+00,3,t,OK,18,48,0.243,2,512,2
738,2026-04-02 20:31:08.478+00,3,t,OK,18,48,0.251,2,512,2
741,2026-04-02 20:33:08.479+00,3,t,OK,17,48,0.243,2,512,2
744,2026-04-02 20:35:08.479+00,3,t,OK,18,48,0.252,2,512,2
747,2026-04-02 20:37:08.48+00,3,t,OK,17,48,0.252,2,512,2
750,2026-04-02 20:39:08.483+00,3,t,OK,19,49,0.252,2,512,2
753,2026-04-02 20:41:08.59+00,3,t,OK,17,48,0.251,2,512,2
756,2026-04-02 20:43:08.484+00,3,t,OK,18,48,0.247,2,512,2
759,2026-04-02 20:45:08.483+00,3,t,OK,18,48,0.247,2,512,2
762,2026-04-02 20:47:08.485+00,3,t,OK,17,49,0.248,2,512,2
765,2026-04-02 20:49:08.485+00,3,t,OK,18,49,0.243,2,512,2
768,2026-04-02 20:51:17.216+00,3,t,OK,18,49,0.24,2,512,2
771,2026-04-02 20:53:08.523+00,3,t,OK,17,49,0.252,2,512,2
774,2026-04-02 20:55:18.274+00,3,t,OK,18,48,0.244,2,512,2
777,2026-04-02 20:57:18.683+00,3,t,OK,18,49,0.246,2,512,2
780,2026-04-02 20:59:17.481+00,3,t,OK,18,22,0.247,2,512,2
783,2026-04-02 21:01:17.701+00,3,t,OK,18,48,0.243,2,512,2
786,2026-04-02 21:03:17.317+00,3,t,OK,17,49,0.25,2,512,2
789,2026-04-02 21:05:17.374+00,3,t,OK,18,48,0.256,2,512,2
792,2026-04-02 21:07:17.312+00,3,t,OK,18,48,0.253,2,512,2
795,2026-04-02 21:09:19.547+00,3,t,OK,17,48,0.25,2,512,2
798,2026-04-02 21:11:18.22+00,3,t,OK,19,50,0.249,2,512,2
801,2026-04-02 21:13:17.436+00,3,t,OK,17,48,0.249,2,512,2
804,2026-04-02 21:15:22.874+00,3,t,OK,18,49,0.243,2,512,2
807,2026-04-02 21:17:19.118+00,3,t,OK,18,48,0.239,2,512,2
810,2026-04-02 21:19:19.593+00,3,t,OK,17,48,0.242,2,512,2
813,2026-04-02 21:21:17.338+00,3,t,OK,18,49,0.247,2,512,2
816,2026-04-02 21:23:17.544+00,3,t,OK,18,49,0.25,2,512,2
819,2026-04-02 21:25:19.937+00,3,t,OK,17,49,0.248,2,512,2
822,2026-04-02 21:27:18.527+00,3,t,OK,18,48,0.255,2,512,2
825,2026-04-02 21:29:17.186+00,3,t,OK,17,47,0.249,2,512,2
828,2026-04-02 21:31:18.382+00,3,t,OK,18,50,0.247,2,512,2
831,2026-04-02 21:33:17.652+00,3,t,OK,18,50,0.243,2,512,2
834,2026-04-02 21:35:17.896+00,3,t,OK,17,47,0.251,2,512,2
837,2026-04-02 21:37:17.99+00,3,t,OK,19,23,0.244,2,512,2
840,2026-04-02 21:39:23.903+00,3,t,OK,17,48,0.249,2,512,2
843,2026-04-02 21:41:20.414+00,3,t,OK,18,48,0.243,2,512,2
846,2026-04-02 21:43:18.976+00,3,t,OK,17,49,0.256,2,512,2
849,2026-04-02 21:45:18.522+00,3,t,OK,18,48,0.249,2,512,2
852,2026-04-02 21:47:17.549+00,3,t,OK,18,49,0.242,2,512,2
855,2026-04-02 21:49:19.357+00,3,t,OK,17,49,0.25,2,512,2
858,2026-04-02 21:51:17.235+00,3,t,OK,18,49,0.242,2,512,2
861,2026-04-02 21:53:18.37+00,3,t,OK,18,48,0.251,2,512,2
864,2026-04-02 21:55:17.666+00,3,t,OK,17,48,0.248,2,512,2
867,2026-04-02 21:57:17.722+00,3,t,OK,18,49,0.25,2,512,2
870,2026-04-02 21:59:19.132+00,3,t,OK,18,48,0.246,2,512,2
873,2026-04-02 22:01:17.51+00,3,t,OK,17,48,0.248,2,512,2
876,2026-04-02 22:03:17.502+00,3,t,OK,18,48,0.252,2,512,2
879,2026-04-02 22:05:17.932+00,3,t,OK,18,48,0.254,2,512,2
882,2026-04-02 22:07:20.12+00,3,t,OK,18,49,0.254,2,512,2
885,2026-04-02 22:09:18.56+00,3,t,OK,18,48,0.251,2,512,2
888,2026-04-02 22:11:18.377+00,3,t,OK,17,49,0.248,2,512,2
891,2026-04-02 22:13:17.512+00,3,t,OK,18,49,0.252,2,512,2
894,2026-04-02 22:15:17.804+00,3,t,OK,17,48,0.244,2,512,2
897,2026-04-02 22:17:18.096+00,3,t,OK,18,50,0.249,2,512,2
900,2026-04-02 22:19:17.907+00,3,t,OK,18,48,0.243,2,512,2
903,2026-04-02 22:21:17.501+00,3,t,OK,17,48,0.243,2,512,2
906,2026-04-02 22:23:17.628+00,3,t,OK,18,48,0.247,2,512,2
909,2026-04-02 22:25:18.889+00,3,t,OK,18,48,0.245,2,512,2
912,2026-04-02 22:27:17.574+00,3,t,OK,18,48,0.242,2,512,2
915,2026-04-02 22:29:18.529+00,3,t,OK,18,49,0.254,2,512,2
918,2026-04-02 22:31:19.893+00,3,t,OK,17,48,0.246,2,512,2
921,2026-04-02 22:33:25.898+00,3,t,OK,18,48,0.251,2,512,2
924,2026-04-02 22:35:18.863+00,3,t,OK,17,48,0.246,2,512,2
927,2026-04-02 22:37:18.1+00,3,t,OK,18,48,0.245,2,512,2
930,2026-04-02 22:39:17.435+00,3,t,OK,18,49,0.239,2,512,2
933,2026-04-02 22:41:17.495+00,3,t,OK,17,49,0.251,2,512,2
936,2026-04-02 22:43:18.457+00,3,t,OK,19,49,0.251,2,512,2
939,2026-04-02 22:45:17.438+00,3,t,OK,17,49,0.254,2,512,2
942,2026-04-02 22:47:18.833+00,3,t,OK,18,49,0.248,2,512,2
945,2026-04-02 22:49:19.293+00,3,t,OK,18,48,0.241,2,512,2
948,2026-04-02 22:51:17.521+00,3,t,OK,17,48,0.251,2,512,2
951,2026-04-02 22:53:17.365+00,3,t,OK,18,28,0.253,2,512,2
954,2026-04-02 22:55:17.428+00,3,t,OK,18,48,0.256,2,512,2
957,2026-04-02 22:57:30.036+00,3,t,OK,17,48,0.243,2,512,2
960,2026-04-02 22:59:20.058+00,3,t,OK,18,48,0.249,2,512,2
963,2026-04-02 23:01:19.617+00,3,t,OK,18,48,0.247,2,512,2
966,2026-04-02 23:03:17.748+00,3,t,OK,17,48,0.24,2,512,2
969,2026-04-02 23:05:17.419+00,3,t,OK,18,50,0.247,2,512,2
972,2026-04-02 23:07:17.738+00,3,t,OK,18,21,0.251,2,512,2
975,2026-04-02 23:09:18.133+00,3,t,OK,17,48,0.237,2,512,2
978,2026-04-02 23:11:17.47+00,3,t,OK,19,51,0.25,2,512,2
981,2026-04-02 23:13:18.003+00,3,t,OK,17,50,0.243,2,512,2
984,2026-04-02 23:15:21.803+00,3,t,OK,18,49,0.244,2,512,2
987,2026-04-02 23:17:18.268+00,3,t,OK,18,48,0.25,2,512,2
990,2026-04-02 23:19:20.402+00,3,t,OK,17,47,0.251,2,512,2
993,2026-04-02 23:21:17.471+00,3,t,OK,18,48,0.251,2,512,2
996,2026-04-02 23:23:17.757+00,3,t,OK,18,49,0.25,2,512,2
999,2026-04-02 23:25:19.993+00,3,t,OK,18,48,0.254,2,512,2
1002,2026-04-02 23:27:18.079+00,3,t,OK,18,49,0.249,2,512,2
1005,2026-04-02 23:29:19.462+00,3,t,OK,17,49,0.253,2,512,2
1008,2026-04-02 23:31:18.011+00,3,t,OK,19,48,0.249,2,512,2
1011,2026-04-02 23:33:17.514+00,3,t,OK,17,48,0.252,2,512,2
1014,2026-04-02 23:35:17.966+00,3,t,OK,18,48,0.253,2,512,2
1017,2026-04-02 23:37:17.66+00,3,t,OK,18,48,0.247,2,512,2
1020,2026-04-02 23:39:17.39+00,3,t,OK,17,49,0.249,2,512,2
1023,2026-04-02 23:41:18.213+00,3,t,OK,18,49,0.243,2,512,2
1026,2026-04-02 23:43:17.402+00,3,t,OK,18,49,0.242,2,512,2
1029,2026-04-02 23:45:17.307+00,3,t,OK,18,48,0.247,2,512,2
1032,2026-04-02 23:47:20.025+00,3,t,OK,18,49,0.243,2,512,2
1035,2026-04-02 23:49:17.397+00,3,t,OK,17,51,0.243,2,512,2
1038,2026-04-02 23:51:23.492+00,3,t,OK,18,49,0.252,2,512,2
