id,ts,ilo_server_id,reachable,health,inlet_temp_c,cpu_temp_c,power_kw,power_capacity_kw,memory_total_gb,processor_count
149,2026-04-02 13:59:08.519+00,2,t,OK,20,43,0.24,3.2,256,2
152,2026-04-02 14:01:08.41+00,2,t,OK,19,43,0.242,3.2,256,2
155,2026-04-02 14:03:08.412+00,2,t,OK,21,43,0.239,3.2,256,2
158,2026-04-02 14:05:08.52+00,2,t,OK,19,43,0.252,3.2,256,2
161,2026-04-02 14:07:08.522+00,2,t,OK,20,43,0.24,3.2,256,2
164,2026-04-02 14:09:08.411+00,2,t,OK,20,43,0.243,3.2,256,2
167,2026-04-02 14:11:08.521+00,2,t,OK,19,43,0.242,3.2,256,2
170,2026-04-02 14:13:08.522+00,2,t,OK,20,44,0.249,3.2,256,2
173,2026-04-02 14:15:08.414+00,2,t,OK,20,44,0.241,3.2,256,2
176,2026-04-02 14:17:08.522+00,2,t,OK,19,43,0.245,3.2,256,2
179,2026-04-02 14:19:08.415+00,2,t,OK,20,44,0.242,3.2,256,2
182,2026-04-02 14:21:08.527+00,2,t,OK,20,44,0.244,3.2,256,2
185,2026-04-02 14:23:08.418+00,2,t,OK,20,43,0.242,3.2,256,2
188,2026-04-02 14:25:08.418+00,2,t,OK,19,44,0.24,3.2,256,2
191,2026-04-02 14:27:08.529+00,2,t,OK,20,43,0.242,3.2,256,2
194,2026-04-02 14:29:08.419+00,2,t,OK,19,43,0.243,3.2,256,2
197,2026-04-02 14:31:08.419+00,2,t,OK,20,44,0.241,3.2,256,2
200,2026-04-02 14:33:08.419+00,2,t,OK,20,43,0.242,3.2,256,2
203,2026-04-02 14:35:08.42+00,2,t,OK,20,43,0.242,3.2,256,2
206,2026-04-02 14:37:08.421+00,2,t,OK,20,44,0.247,3.2,256,2
209,2026-04-02 14:39:08.532+00,2,t,OK,19,43,0.245,3.2,256,2
212,2026-04-02 14:41:08.532+00,2,t,OK,20,43,0.249,3.2,256,2
215,2026-04-02 14:43:08.421+00,2,t,OK,20,44,0.242,3.2,256,2
218,2026-04-02 14:45:08.532+00,2,t,OK,20,43,0.239,3.2,256,2
221,2026-04-02 14:47:08.422+00,2,t,OK,20,43,0.242,3.2,256,2
224,2026-04-02 14:49:08.422+00,2,t,OK,19,44,0.242,3.2,256,2
227,2026-04-02 14:51:08.531+00,2,t,OK,20,43,0.242,3.2,256,2
230,2026-04-02 14:53:08.532+00,2,t,OK,20,43,0.251,3.2,256,2
233,2026-04-02 14:55:08.534+00,2,t,OK,19,44,0.251,3.2,256,2
236,2026-04-02 14:57:08.422+00,2,t,OK,20,43,0.244,3.2,256,2
239,2026-04-02 14:59:08.424+00,2,t,OK,19,43,0.242,3.2,256,2
242,2026-04-02 15:01:08.424+00,2,t,OK,21,44,0.245,3.2,256,2
245,2026-04-02 15:03:08.534+00,2,t,OK,19,43,0.24,3.2,256,2
248,2026-04-02 15:05:08.534+00,2,t,OK,20,43,0.24,3.2,256,2
251,2026-04-02 15:07:08.424+00,2,t,OK,20,44,0.248,3.2,256,2
254,2026-04-02 15:09:08.424+00,2,t,OK,20,43,0.241,3.2,256,2
257,2026-04-02 15:11:08.534+00,2,t,OK,19,43,0.243,3.2,256,2
260,2026-04-02 15:13:08.425+00,2,t,OK,20,44,0.259,3.2,256,2
263,2026-04-02 15:15:08.426+00,2,t,OK,20,43,0.242,3.2,256,2
266,2026-04-02 15:17:08.544+00,2,t,OK,19,43,0.242,3.2,256,2
269,2026-04-02 15:19:19.622+00,2,t,OK,20,43,0.249,3.2,256,2
272,2026-04-02 15:21:17.546+00,2,t,OK,19,44,0.263,3.2,256,2
275,2026-04-02 15:23:18.283+00,2,t,OK,21,43,0.243,3.2,256,2
278,2026-04-02 15:25:18.856+00,2,t,OK,19,43,0.242,3.2,256,2
281,2026-04-02 15:27:17.677+00,2,t,OK,20,44,0.247,3.2,256,2
284,2026-04-02 15:29:18.538+00,2,t,OK,20,43,0.243,3.2,256,2
287,2026-04-02 15:31:17.343+00,2,t,OK,19,43,0.245,3.2,256,2
290,2026-04-02 15:33:19.874+00,2,t,OK,20,44,0.256,3.2,256,2
293,2026-04-02 15:35:18.406+00,2,t,OK,20,43,0.241,3.2,256,2
296,2026-04-02 15:37:19.113+00,2,t,OK,19,43,0.243,3.2,256,2
299,2026-04-02 15:39:17.674+00,2,t,OK,20,46,0.265,3.2,256,2
302,2026-04-02 15:41:17.735+00,2,t,OK,19,43,0.247,3.2,256,2
305,2026-04-02 15:43:17.609+00,2,t,OK,20,43,0.241,3.2,256,2
308,2026-04-02 15:45:21.864+00,2,t,OK,20,43,0.256,3.2,256,2
311,2026-04-02 15:47:08.427+00,2,t,OK,20,43,0.239,3.2,256,2
314,2026-04-02 15:49:08.426+00,2,t,OK,19,43,0.255,3.2,256,2
317,2026-04-02 15:51:08.427+00,2,t,OK,20,43,0.242,3.2,256,2
320,2026-04-02 15:53:08.427+00,2,t,OK,20,43,0.245,3.2,256,2
323,2026-04-02 15:55:17.358+00,2,t,OK,19,43,0.242,3.2,256,2
326,2026-04-02 15:57:17.464+00,2,t,OK,20,43,0.246,3.2,256,2
329,2026-04-02 15:59:17.613+00,2,t,OK,20,43,0.24,3.2,256,2
332,2026-04-02 16:01:18.266+00,2,t,OK,19,43,0.245,3.2,256,2
335,2026-04-02 16:03:19.318+00,2,t,OK,20,43,0.261,3.2,256,2
338,2026-04-02 16:05:21.491+00,2,t,OK,20,43,0.242,3.2,256,2
341,2026-04-02 16:07:08.427+00,2,t,OK,20,43,0.241,3.2,256,2
344,2026-04-02 16:09:08.428+00,2,t,OK,20,43,0.244,3.2,256,2
347,2026-04-02 16:11:08.538+00,2,t,OK,20,43,0.242,3.2,256,2
350,2026-04-02 16:13:08.428+00,2,t,OK,20,43,0.259,3.2,256,2
353,2026-04-02 16:15:08.429+00,2,t,OK,19,43,0.241,3.2,256,2
356,2026-04-02 16:17:08.538+00,2,t,OK,20,43,0.242,3.2,256,2
359,2026-04-02 16:19:08.539+00,2,t,OK,19,43,0.241,3.2,256,2
362,2026-04-02 16:21:08.552+00,2,t,OK,20,44,0.254,3.2,256,2
365,2026-04-02 16:23:08.43+00,2,t,OK,20,43,0.247,3.2,256,2
368,2026-04-02 16:25:08.551+00,2,t,OK,20,44,0.24,3.2,256,2
371,2026-04-02 16:27:08.553+00,2,t,OK,20,44,0.263,3.2,256,2
374,2026-04-02 16:29:08.431+00,2,t,OK,19,43,0.241,3.2,256,2
377,2026-04-02 16:31:08.541+00,2,t,OK,20,43,0.24,3.2,256,2
380,2026-04-02 16:33:08.555+00,2,t,OK,19,45,0.251,3.2,256,2
383,2026-04-02 16:35:08.542+00,2,t,OK,20,43,0.245,3.2,256,2
386,2026-04-02 16:37:08.54+00,2,t,OK,20,43,0.24,3.2,256,2
389,2026-04-02 16:39:08.543+00,2,t,OK,19,44,0.256,3.2,256,2
392,2026-04-02 16:41:08.434+00,2,t,OK,20,43,0.242,3.2,256,2
395,2026-04-02 16:43:08.435+00,2,t,OK,20,43,0.245,3.2,256,2
398,2026-04-02 16:45:08.435+00,2,t,OK,19,44,0.264,3.2,256,2
401,2026-04-02 16:47:19.152+00,2,t,OK,20,44,0.242,3.2,256,2
404,2026-04-02 16:49:08.436+00,2,t,OK,19,43,0.24,3.2,256,2
407,2026-04-02 16:51:08.435+00,2,t,OK,20,44,0.239,3.2,256,2
410,2026-04-02 16:53:08.436+00,2,t,OK,19,43,0.241,3.2,256,2
413,2026-04-02 16:55:08.435+00,2,t,OK,20,44,0.246,3.2,256,2
416,2026-04-02 16:57:08.544+00,2,t,OK,20,44,0.242,3.2,256,2
419,2026-04-02 16:59:08.435+00,2,t,OK,19,43,0.24,3.2,256,2
422,2026-04-02 17:01:08.438+00,2,t,OK,20,43,0.24,3.2,256,2
425,2026-04-02 17:03:08.437+00,2,t,OK,20,45,0.246,3.2,256,2
428,2026-04-02 17:05:08.547+00,2,t,OK,20,43,0.241,3.2,256,2
431,2026-04-02 17:07:08.437+00,2,t,OK,19,43,0.248,3.2,256,2
434,2026-04-02 17:09:08.55+00,2,t,OK,20,43,0.241,3.2,256,2
437,2026-04-02 17:11:08.548+00,2,t,OK,19,43,0.24,3.2,256,2
440,2026-04-02 17:13:08.44+00,2,t,OK,21,44,0.25,3.2,256,2
443,2026-04-02 17:15:08.44+00,2,t,OK,19,43,0.263,3.2,256,2
446,2026-04-02 17:17:08.441+00,2,t,OK,20,44,0.245,3.2,256,2
449,2026-04-02 17:19:08.564+00,2,t,OK,20,43,0.24,3.2,256,2
452,2026-04-02 17:21:08.563+00,2,t,OK,19,44,0.257,3.2,256,2
455,2026-04-02 17:23:08.561+00,2,t,OK,21,43,0.247,3.2,256,2
458,2026-04-02 17:25:08.442+00,2,t,OK,19,43,0.24,3.2,256,2
461,2026-04-02 17:27:08.549+00,2,t,OK,20,43,0.263,3.2,256,2
464,2026-04-02 17:29:19.462+00,2,t,OK,20,45,0.258,3.2,256,2
467,2026-04-02 17:31:18.925+00,2,t,OK,19,43,0.235,3.2,256,2
470,2026-04-02 17:33:08.444+00,2,t,OK,20,44,0.248,3.2,256,2
473,2026-04-02 17:35:08.444+00,2,t,OK,20,43,0.235,3.2,256,2
476,2026-04-02 17:37:08.554+00,2,t,OK,19,42,0.235,3.2,256,2
479,2026-04-02 17:39:08.56+00,2,t,OK,20,43,0.257,3.2,256,2
482,2026-04-02 17:41:08.445+00,2,t,OK,20,42,0.237,3.2,256,2
485,2026-04-02 17:43:08.56+00,2,t,OK,19,42,0.234,3.2,256,2
488,2026-04-02 17:45:08.446+00,2,t,OK,20,44,0.243,3.2,256,2
491,2026-04-02 17:47:08.556+00,2,t,OK,19,42,0.231,3.2,256,2
494,2026-04-02 17:49:08.559+00,2,t,OK,20,43,0.234,3.2,256,2
497,2026-04-02 17:51:08.448+00,2,t,OK,19,43,0.26,3.2,256,2
500,2026-04-02 17:53:08.448+00,2,t,OK,20,43,0.24,3.2,256,2
503,2026-04-02 17:55:08.448+00,2,t,OK,20,42,0.236,3.2,256,2
506,2026-04-02 17:57:08.558+00,2,t,OK,19,43,0.26,3.2,256,2
509,2026-04-02 17:59:08.558+00,2,t,OK,20,43,0.234,3.2,256,2
512,2026-04-02 18:01:08.558+00,2,t,OK,19,42,0.233,3.2,256,2
515,2026-04-02 18:03:08.449+00,2,t,OK,21,43,0.256,3.2,256,2
518,2026-04-02 18:05:08.449+00,2,t,OK,19,42,0.235,3.2,256,2
521,2026-04-02 18:07:08.451+00,2,t,OK,20,43,0.235,3.2,256,2
524,2026-04-02 18:09:08.452+00,2,t,OK,19,42,0.259,3.2,256,2
527,2026-04-02 18:11:08.479+00,2,t,OK,20,43,0.232,3.2,256,2
530,2026-04-02 18:13:08.453+00,2,t,OK,20,43,0.245,3.2,256,2
533,2026-04-02 18:15:08.46+00,2,t,OK,19,43,0.246,3.2,256,2
536,2026-04-02 18:17:08.455+00,2,t,OK,20,43,0.237,3.2,256,2
539,2026-04-02 18:19:08.563+00,2,t,OK,19,43,0.236,3.2,256,2
542,2026-04-02 18:21:08.455+00,2,t,OK,20,43,0.261,3.2,256,2
545,2026-04-02 18:23:08.579+00,2,t,OK,20,43,0.233,3.2,256,2
548,2026-04-02 18:25:08.457+00,2,t,OK,19,42,0.235,3.2,256,2
551,2026-04-02 18:27:08.566+00,2,t,OK,20,43,0.236,3.2,256,2
554,2026-04-02 18:29:08.458+00,2,t,OK,20,44,0.249,3.2,256,2
557,2026-04-02 18:31:08.581+00,2,t,OK,19,43,0.236,3.2,256,2
560,2026-04-02 18:33:08.459+00,2,t,OK,20,43,0.236,3.2,256,2
563,2026-04-02 18:35:08.516+00,2,t,OK,20,43,0.263,3.2,256,2
566,2026-04-02 18:37:08.569+00,2,t,OK,19,43,0.234,3.2,256,2
569,2026-04-02 18:39:08.581+00,2,t,OK,20,43,0.254,3.2,256,2
572,2026-04-02 18:41:17.23+00,2,t,OK,19,43,0.239,3.2,256,2
575,2026-04-02 18:43:17.231+00,2,t,OK,19,43,0.236,3.2,256,2
578,2026-04-02 18:45:22.106+00,2,t,OK,20,43,0.236,3.2,256,2
581,2026-04-02 18:47:08.461+00,2,t,OK,19,43,0.246,3.2,256,2
584,2026-04-02 18:49:08.576+00,2,t,OK,20,43,0.235,3.2,256,2
587,2026-04-02 18:51:08.575+00,2,t,OK,19,42,0.239,3.2,256,2
590,2026-04-02 18:53:08.47+00,2,t,OK,20,44,0.262,3.2,256,2
593,2026-04-02 18:55:08.465+00,2,t,OK,20,42,0.235,3.2,256,2
596,2026-04-02 18:57:08.465+00,2,t,OK,19,42,0.236,3.2,256,2
599,2026-04-02 18:59:08.574+00,2,t,OK,20,44,0.246,3.2,256,2
602,2026-04-02 19:01:08.583+00,2,t,OK,19,42,0.239,3.2,256,2
605,2026-04-02 19:03:08.576+00,2,t,OK,20,43,0.239,3.2,256,2
608,2026-04-02 19:05:08.574+00,2,t,OK,20,43,0.262,3.2,256,2
611,2026-04-02 19:07:08.466+00,2,t,OK,19,42,0.235,3.2,256,2
614,2026-04-02 19:09:08.467+00,2,t,OK,19,42,0.233,3.2,256,2
617,2026-04-02 19:11:08.466+00,2,t,OK,20,43,0.247,3.2,256,2
620,2026-04-02 19:13:08.466+00,2,t,OK,19,43,0.245,3.2,256,2
623,2026-04-02 19:15:08.466+00,2,t,OK,20,43,0.235,3.2,256,2
626,2026-04-02 19:17:08.467+00,2,t,OK,19,43,0.26,3.2,256,2
629,2026-04-02 19:19:08.591+00,2,t,OK,19,44,0.235,3.2,256,2
632,2026-04-02 19:21:08.588+00,2,t,OK,20,43,0.236,3.2,256,2
635,2026-04-02 19:23:08.468+00,2,t,OK,19,42,0.236,3.2,256,2
638,2026-04-02 19:25:08.588+00,2,t,OK,20,44,0.253,3.2,256,2
641,2026-04-02 19:27:19.359+00,2,t,OK,20,43,0.238,3.2,256,2
644,2026-04-02 19:29:19.076+00,2,t,OK,19,43,0.249,3.2,256,2
647,2026-04-02 19:31:18.875+00,2,t,OK,20,43,0.241,3.2,256,2
650,2026-04-02 19:33:19.518+00,2,t,OK,19,44,0.235,3.2,256,2
653,2026-04-02 19:35:25.287+00,2,t,OK,20,43,0.234,3.2,256,2
656,2026-04-02 19:37:08.467+00,2,t,OK,19,43,0.234,3.2,256,2
659,2026-04-02 19:39:08.467+00,2,t,OK,20,43,0.238,3.2,256,2
662,2026-04-02 19:41:08.574+00,2,t,OK,20,42,0.239,3.2,256,2
665,2026-04-02 19:43:08.468+00,2,t,OK,19,43,0.247,3.2,256,2
668,2026-04-02 19:45:08.47+00,2,t,OK,20,43,0.237,3.2,256,2
671,2026-04-02 19:47:08.471+00,2,t,OK,19,43,0.232,3.2,256,2
674,2026-04-02 19:49:08.581+00,2,t,OK,20,43,0.262,3.2,256,2
677,2026-04-02 19:51:08.581+00,2,t,OK,20,42,0.233,3.2,256,2
680,2026-04-02 19:53:08.47+00,2,t,OK,19,43,0.24,3.2,256,2
683,2026-04-02 19:55:08.594+00,2,t,OK,20,43,0.252,3.2,256,2
686,2026-04-02 19:57:19.056+00,2,t,OK,19,44,0.244,3.2,256,2
689,2026-04-02 19:59:20.648+00,2,t,OK,20,43,0.235,3.2,256,2
692,2026-04-02 20:01:08.471+00,2,t,OK,19,44,0.262,3.2,256,2
695,2026-04-02 20:03:08.581+00,2,t,OK,20,42,0.238,3.2,256,2
698,2026-04-02 20:05:08.473+00,2,t,OK,20,43,0.236,3.2,256,2
701,2026-04-02 20:07:08.472+00,2,t,OK,19,43,0.246,3.2,256,2
704,2026-04-02 20:09:08.473+00,2,t,OK,20,43,0.234,3.2,256,2
707,2026-04-02 20:11:08.473+00,2,t,OK,20,43,0.232,3.2,256,2
710,2026-04-02 20:13:17.427+00,2,t,OK,19,43,0.244,3.2,256,2
713,2026-04-02 20:15:18.671+00,2,t,OK,20,43,0.263,3.2,256,2
716,2026-04-02 20:17:23.021+00,2,t,OK,20,42,0.236,3.2,256,2
719,2026-04-02 20:19:08.476+00,2,t,OK,19,43,0.242,3.2,256,2
722,2026-04-02 20:21:08.477+00,2,t,OK,20,42,0.235,3.2,256,2
725,2026-04-02 20:23:08.576+00,2,t,OK,19,42,0.236,3.2,256,2
728,2026-04-02 20:25:08.589+00,2,t,OK,20,43,0.233,3.2,256,2
731,2026-04-02 20:27:08.479+00,2,t,OK,19,42,0.236,3.2,256,2
734,2026-04-02 20:29:08.587+00,2,t,OK,20,42,0.233,3.2,256,2
737,2026-04-02 20:31:08.478+00,2,t,OK,20,43,0.231,3.2,256,2
740,2026-04-02 20:33:08.479+00,2,t,OK,19,43,0.262,3.2,256,2
743,2026-04-02 20:35:08.479+00,2,t,OK,20,43,0.237,3.2,256,2
746,2026-04-02 20:37:08.48+00,2,t,OK,19,42,0.233,3.2,256,2
749,2026-04-02 20:39:08.483+00,2,t,OK,20,43,0.243,3.2,256,2
752,2026-04-02 20:41:08.59+00,2,t,OK,19,42,0.233,3.2,256,2
755,2026-04-02 20:43:08.484+00,2,t,OK,20,43,0.234,3.2,256,2
758,2026-04-02 20:45:08.483+00,2,t,OK,20,44,0.259,3.2,256,2
761,2026-04-02 20:47:08.485+00,2,t,OK,19,42,0.237,3.2,256,2
764,2026-04-02 20:49:08.485+00,2,t,OK,20,43,0.235,3.2,256,2
767,2026-04-02 20:51:17.216+00,2,t,OK,20,43,0.237,3.2,256,2
770,2026-04-02 20:53:08.523+00,2,t,OK,19,42,0.237,3.2,256,2
773,2026-04-02 20:55:18.274+00,2,t,OK,20,43,0.235,3.2,256,2
776,2026-04-02 20:57:18.683+00,2,t,OK,20,43,0.239,3.2,256,2
779,2026-04-02 20:59:17.481+00,2,t,OK,19,43,0.259,3.2,256,2
782,2026-04-02 21:01:17.701+00,2,t,OK,20,43,0.237,3.2,256,2
785,2026-04-02 21:03:17.317+00,2,t,OK,19,42,0.232,3.2,256,2
788,2026-04-02 21:05:17.374+00,2,t,OK,20,43,0.253,3.2,256,2
791,2026-04-02 21:07:17.312+00,2,t,OK,20,44,0.261,3.2,256,2
794,2026-04-02 21:09:19.547+00,2,t,OK,19,43,0.234,3.2,256,2
797,2026-04-02 21:11:18.22+00,2,t,OK,20,43,0.236,3.2,256,2
800,2026-04-02 21:13:17.436+00,2,t,OK,19,42,0.233,3.2,256,2
803,2026-04-02 21:15:22.874+00,2,t,OK,19,43,0.253,3.2,256,2
806,2026-04-02 21:17:19.118+00,2,t,OK,20,43,0.25,3.2,256,2
809,2026-04-02 21:19:19.593+00,2,t,OK,19,42,0.235,3.2,256,2
812,2026-04-02 21:21:17.338+00,2,t,OK,20,43,0.233,3.2,256,2
815,2026-04-02 21:23:17.544+00,2,t,OK,20,43,0.256,3.2,256,2
818,2026-04-02 21:25:19.937+00,2,t,OK,19,44,0.262,3.2,256,2
821,2026-04-02 21:27:18.527+00,2,t,OK,20,44,0.263,3.2,256,2
824,2026-04-02 21:29:17.186+00,2,t,OK,19,45,0.266,3.2,256,2
827,2026-04-02 21:31:18.382+00,2,t,OK,19,44,0.236,3.2,256,2
830,2026-04-02 21:33:17.652+00,2,t,OK,20,43,0.235,3.2,256,2
833,2026-04-02 21:35:17.896+00,2,t,OK,19,43,0.237,3.2,256,2
836,2026-04-02 21:37:17.99+00,2,t,OK,20,44,0.249,3.2,256,2
839,2026-04-02 21:39:23.903+00,2,t,OK,19,44,0.26,3.2,256,2
842,2026-04-02 21:41:20.414+00,2,t,OK,20,43,0.236,3.2,256,2
845,2026-04-02 21:43:18.976+00,2,t,OK,19,44,0.263,3.2,256,2
848,2026-04-02 21:45:18.522+00,2,t,OK,20,43,0.234,3.2,256,2
851,2026-04-02 21:47:17.549+00,2,t,OK,20,43,0.236,3.2,256,2
854,2026-04-02 21:49:19.357+00,2,t,OK,19,43,0.251,3.2,256,2
857,2026-04-02 21:51:17.235+00,2,t,OK,20,42,0.238,3.2,256,2
860,2026-04-02 21:53:18.37+00,2,t,OK,20,42,0.234,3.2,256,2
863,2026-04-02 21:55:17.666+00,2,t,OK,19,43,0.262,3.2,256,2
866,2026-04-02 21:57:17.722+00,2,t,OK,20,43,0.239,3.2,256,2
869,2026-04-02 21:59:19.132+00,2,t,OK,20,42,0.237,3.2,256,2
872,2026-04-02 22:01:17.51+00,2,t,OK,19,43,0.245,3.2,256,2
875,2026-04-02 22:03:17.502+00,2,t,OK,20,43,0.233,3.2,256,2
878,2026-04-02 22:05:17.932+00,2,t,OK,19,43,0.238,3.2,256,2
881,2026-04-02 22:07:20.12+00,2,t,OK,19,43,0.237,3.2,256,2
884,2026-04-02 22:09:18.56+00,2,t,OK,20,43,0.233,3.2,256,2
887,2026-04-02 22:11:18.377+00,2,t,OK,19,42,0.236,3.2,256,2
890,2026-04-02 22:13:17.512+00,2,t,OK,20,43,0.253,3.2,256,2
893,2026-04-02 22:15:17.804+00,2,t,OK,19,43,0.232,3.2,256,2
896,2026-04-02 22:17:18.096+00,2,t,OK,19,43,0.233,3.2,256,2
899,2026-04-02 22:19:17.907+00,2,t,OK,20,43,0.235,3.2,256,2
902,2026-04-02 22:21:17.501+00,2,t,OK,19,43,0.236,3.2,256,2
905,2026-04-02 22:23:17.628+00,2,t,OK,20,43,0.233,3.2,256,2
908,2026-04-02 22:25:18.889+00,2,t,OK,20,42,0.234,3.2,256,2
911,2026-04-02 22:27:17.574+00,2,t,OK,20,43,0.238,3.2,256,2
914,2026-04-02 22:29:18.529+00,2,t,OK,20,42,0.241,3.2,256,2
917,2026-04-02 22:31:19.893+00,2,t,OK,19,42,0.236,3.2,256,2
920,2026-04-02 22:33:25.898+00,2,t,OK,20,44,0.248,3.2,256,2
923,2026-04-02 22:35:18.863+00,2,t,OK,19,42,0.232,3.2,256,2
926,2026-04-02 22:37:18.1+00,2,t,OK,20,43,0.241,3.2,256,2
929,2026-04-02 22:39:17.435+00,2,t,OK,20,45,0.258,3.2,256,2
932,2026-04-02 22:41:17.495+00,2,t,OK,19,42,0.232,3.2,256,2
935,2026-04-02 22:43:18.457+00,2,t,OK,20,43,0.234,3.2,256,2
938,2026-04-02 22:45:17.438+00,2,t,OK,19,43,0.248,3.2,256,2
941,2026-04-02 22:47:18.833+00,2,t,OK,19,43,0.24,3.2,256,2
944,2026-04-02 22:49:19.293+00,2,t,OK,20,43,0.241,3.2,256,2
947,2026-04-02 22:51:17.521+00,2,t,OK,19,43,0.263,3.2,256,2
950,2026-04-02 22:53:17.365+00,2,t,OK,20,43,0.236,3.2,256,2
953,2026-04-02 22:55:17.428+00,2,t,OK,20,42,0.238,3.2,256,2
956,2026-04-02 22:57:30.036+00,2,t,OK,19,43,0.249,3.2,256,2
959,2026-04-02 22:59:20.058+00,2,t,OK,20,42,0.236,3.2,256,2
962,2026-04-02 23:01:19.617+00,2,t,OK,20,42,0.233,3.2,256,2
965,2026-04-02 23:03:17.748+00,2,t,OK,19,43,0.244,3.2,256,2
968,2026-04-02 23:05:17.419+00,2,t,OK,20,43,0.26,3.2,256,2
971,2026-04-02 23:07:17.738+00,2,t,OK,20,43,0.234,3.2,256,2
974,2026-04-02 23:09:18.133+00,2,t,OK,19,43,0.245,3.2,256,2
977,2026-04-02 23:11:17.47+00,2,t,OK,20,43,0.235,3.2,256,2
980,2026-04-02 23:13:18.003+00,2,t,OK,19,42,0.235,3.2,256,2
983,2026-04-02 23:15:21.803+00,2,t,OK,20,43,0.233,3.2,256,2
986,2026-04-02 23:17:18.268+00,2,t,OK,20,44,0.234,3.2,256,2
989,2026-04-02 23:19:20.402+00,2,t,OK,19,43,0.237,3.2,256,2
